PUM_NM,WHSAL_NM,SALEDATE,SAN_NM,KIND_NM,TOT_AMT,TOT_QTY,QTY
표고버섯,광주각화도매,20220301,중국,생표고,68071.42857142857,10.0,10.0
표고버섯,광주서부도매,20220301,광주광역시,표고버섯(수입),89390.0,18.9,18.9
표고버섯,광주서부도매,20220301,서울 송파구,기타표고버섯,152520.0,13.857142857142858,11.714285714285714
표고버섯,광주서부도매,20220301,수입산,표고버섯(일반),130004.76190476191,16.61904761904762,16.61904761904762
표고버섯,광주서부도매,20220301,전남 나주시,표고버섯(일반),154300.0,18.444444444444443,18.444444444444443
표고버섯,광주서부도매,20220301,전남 무안군,표고버섯(일반),65710.52631578948,15.736842105263158,15.736842105263158
표고버섯,광주서부도매,20220301,전남 영광군,표고버섯(일반),106012.5,19.5,19.5
표고버섯,광주서부도매,20220301,전남 함평군,표고버섯(일반),81118.18181818182,12.590909090909092,12.590909090909092
표고버섯,광주서부도매,20220301,전라남도 함평군,표고버섯(일반),177700.0,20.0,20.0
표고버섯,구리도매시장,20220301,경기 구리시,표고버섯(일반),121742.85714285714,17.514285714285716,3.0285714285714285
표고버섯,구리도매시장,20220301,경기도 구리시,표고버섯(일반),128535.71428571429,18.514285714285716,1.0
표고버섯,구리도매시장,20220301,중국,기타표고버섯,115619.04761904762,21.142857142857142,5.285714285714286
표고버섯,구리도매시장,20220301,충남 서산시,표고버섯(일반),32758.620689655174,8.0,1.0
표고버섯,구리도매시장,20220301,충청남도 공주시,표고버섯(일반),33566.666666666664,8.0,1.0
표고버섯,구리도매시장,20220301,충청남도 서산시,표고버섯(일반),40303.57142857143,11.25,1.0
표고버섯,구미도매시장,20220301,경북 구미시,표고버섯(일반),100800.0,15.4,15.4
표고버섯,대구북부도매,20220301,경상남도 거창군,건표고버섯,206666.66666666666,10.0,10.0
표고버섯,대구북부도매,20220301,경상남도 거창군,생표고,112977.33333333333,14.973333333333333,14.973333333333333
표고버섯,대구북부도매,20220301,경상남도 고성군,생표고,130540.0,15.666666666666666,15.666666666666666
표고버섯,대구북부도매,20220301,경상남도 밀양시,생표고,72000.0,11.666666666666666,11.666666666666666
표고버섯,대구북부도매,20220301,경상남도 함양군,생표고,140700.0,19.571428571428573,19.571428571428573
표고버섯,대구북부도매,20220301,경상북도 경산시,건표고버섯,117000.0,3.0,30.0
표고버섯,대구북부도매,20220301,경상북도 상주시,생표고,145441.66666666666,16.25,16.25
표고버섯,대구북부도매,20220301,대구 북구,표고버섯(일반),238389.2857142857,26.821428571428573,26.821428571428573
표고버섯,대구북부도매,20220301,전라남도,생표고,125280.0,15.775,15.775
표고버섯,대구북부도매,20220301,전라남도 장흥군,화고건표고,128000.0,4.333333333333333,10.333333333333334
표고버섯,대구북부도매,20220301,중국,건표고(수입),350000.0,20.0,20.0
표고버섯,대구북부도매,20220301,중국,건표고버섯,137200.0,9.2,22.0
표고버섯,대구북부도매,20220301,중국,기타표고버섯,785935.4838709678,112.64516129032258,28.161290322580644
표고버섯,대구북부도매,20220301,중국,표고버섯(수입),573529.4117647059,84.70588235294117,21.176470588235293
표고버섯,대구북부도매,20220301,중국,표고버섯(일반),191303.77358490566,24.471698113207548,24.471698113207548
표고버섯,대구북부도매,20220301,충청남도,생표고,88557.39910313902,11.52017937219731,11.52017937219731
표고버섯,대구북부도매,20220301,충청남도 부여군,생표고,125308.1081081081,16.135135135135137,16.135135135135137
표고버섯,대전노은도매,20220301,서울특별시,표고버섯(일반),93600.0,8.0,1.0
표고버섯,대전노은도매,20220301,중국,건표고(수입),132000.0,22.0,5.5
표고버섯,대전노은도매,20220301,충남 공주시,표고버섯(일반),173800.0,28.166666666666668,28.166666666666668
표고버섯,대전노은도매,20220301,충청남도 부여군,표고버섯(일반),126133.33333333333,19.833333333333332,19.833333333333332
표고버섯,대전노은도매,20220301,충청북도 옥천군,표고버섯(일반),38523.07692307692,8.0,8.0
표고버섯,대전오정도매,20220301,대전 중구,표고버섯(일반),83092.30769230769,13.307692307692308,1.9230769230769231
표고버섯,대전오정도매,20220301,충남 공주시,표고버섯(일반),173535.29411764705,27.764705882352942,3.4705882352941178
표고버섯,대전오정도매,20220301,충남 논산시,표고버섯(일반),144787.5,19.5,1.0
표고버섯,대전오정도매,20220301,충남 청양군,표고버섯(일반),112150.0,19.666666666666668,1.0
표고버섯,대전오정도매,20220301,충청남도 공주시,표고버섯(일반),219923.07692307694,46.15384615384615,46.15384615384615
표고버섯,대전오정도매,20220301,충청남도 당진군,표고버섯(수입),161925.0,25.0,12.5
표고버섯,대전오정도매,20220301,충청북도 영동군,표고버섯(일반),53600.0,9.142857142857142,9.142857142857142
표고버섯,대전오정도매,20220301,충청북도 옥천군,표고버섯(일반),190666.66666666666,26.666666666666668,3.3333333333333335
표고버섯,대전오정도매,20220301,충청북도 음성군,표고버섯(일반),426520.0,64.0,6.4
표고버섯,부산반여도매,20220301,경상남도 함안군,기타표고버섯,126000.0,4.2,6.0
표고버섯,부산반여도매,20220301,경상남도 함안군,표고버섯(일반),104995.1,18.05,1.0
표고버섯,부산반여도매,20220301,중국,표고버섯(수입),982125.0,154.0,38.5
표고버섯,부산반여도매,20220301,충북 영동군,표고버섯(일반),166043.06153846154,16.209230769230768,1.0
표고버섯,부산엄궁도매,20220301,경남 밀양시,표고버섯(일반),101805.18181818182,17.5,1.0
표고버섯,부산엄궁도매,20220301,경남 사천시,표고버섯(일반),111636.33333333333,14.299999999999999,1.0
표고버섯,부산엄궁도매,20220301,경남 진주시,표고버섯(일반),105984.13888888889,15.402777777777779,1.0
표고버섯,부산엄궁도매,20220301,경남 함안군,표고버섯(일반),110245.0,17.985,1.0
표고버섯,부산엄궁도매,20220301,경북 경산시,기타표고버섯,340000.0,10.0,60.0
표고버섯,부산엄궁도매,20220301,경북 김천시,표고버섯(일반),100234.35,16.744999999999997,1.0
표고버섯,부산엄궁도매,20220301,경북 청도군,표고버섯(일반),93023.44444444444,16.122222222222224,1.0
표고버섯,부산엄궁도매,20220301,경상남도 김해시,생표고,144822.5,15.700000000000001,157.0
표고버섯,부산엄궁도매,20220301,경상남도 밀양시,표고버섯(일반),143294.5,15.505,1.0
표고버섯,부산엄궁도매,20220301,경상남도 의령군,표고버섯(일반),116486.0,17.52,1.0
표고버섯,부산엄궁도매,20220301,경상남도 진주시,표고버섯(일반),353100.0,39.0,4.333333333333333
표고버섯,부산엄궁도매,20220301,경상남도 함안군,표고버섯(일반),104704.0,16.02,1.0
표고버섯,부산엄궁도매,20220301,수입산,표고버섯(일반),135967.02702702704,20.62702702702703,1.554054054054054
표고버섯,부산엄궁도매,20220301,수입산,화고건표고,140000.0,5.0,50.0
표고버섯,부산엄궁도매,20220301,전라북도 무주군,표고버섯(일반),122932.5,14.940000000000001,1.0
표고버섯,부산엄궁도매,20220301,중국,기타표고버섯,273181.8181818182,37.27272727272727,13.181818181818182
표고버섯,서울가락도매,20220301,강원도 평창군,표고버섯(일반),147357.14285714287,20.61904761904762,1.9523809523809523
표고버섯,서울가락도매,20220301,경기 안성시,표고버섯(일반),179321.42857142858,18.357142857142858,1.0
표고버섯,서울가락도매,20220301,경기도 시흥시,표고버섯(일반),95476.19047619047,14.452380952380953,1.0
표고버섯,서울가락도매,20220301,경기도 양평군,표고버섯(일반),73631.57894736843,9.894736842105264,2.473684210526316
표고버섯,서울가락도매,20220301,경기도 여주군,표고버섯(일반),135612.1794871795,15.884615384615385,1.1025641025641026
표고버섯,서울가락도매,20220301,경기도 용인시,표고버섯(일반),66296.15384615384,11.523076923076923,1.2307692307692308
표고버섯,서울가락도매,20220301,경기도 의왕시,표고버섯(일반),68095.45454545454,16.21818181818182,1.0
표고버섯,서울가락도매,20220301,경기도 화성시,표고버섯(일반),245979.16666666666,47.57142857142857,2.988095238095238
표고버섯,서울가락도매,20220301,경상남도 진주시,표고버섯(일반),122000.0,18.666666666666668,2.3333333333333335
표고버섯,서울가락도매,20220301,인천광역시 강화군,표고버섯(일반),143287.2340425532,20.404255319148938,1.1063829787234043
표고버섯,서울가락도매,20220301,전라남도 무안군,표고버섯(일반),70333.33333333333,8.0,1.0
표고버섯,서울가락도매,20220301,전라남도 보성군,표고버섯(일반),76428.57142857143,11.714285714285714,1.0
표고버섯,서울가락도매,20220301,전라남도 장흥군,표고버섯(일반),39896.55172413793,10.775862068965518,1.0862068965517242
표고버섯,서울가락도매,20220301,전라남도 함평군,표고버섯(일반),182300.0,17.6,1.0
표고버섯,서울가락도매,20220301,중국,기타표고버섯,293000.0,56.0,14.0
표고버섯,서울가락도매,20220301,중국,표고버섯(수입),498000.0,88.18181818181819,22.045454545454547
표고버섯,서울가락도매,20220301,중국,표고버섯(일반),515569.76744186046,95.90697674418605,23.976744186046513
표고버섯,서울가락도매,20220301,충남 천안시,표고버섯(일반),60053.57142857143,13.357142857142858,1.0
표고버섯,서울가락도매,20220301,충청남도 공주시,표고버섯(일반),54395.16129032258,8.064516129032258,1.0
표고버섯,서울가락도매,20220301,충청남도 당진군,표고버섯(일반),79687.5,9.75,1.0
표고버섯,서울가락도매,20220301,충청남도 보령시,표고버섯(일반),45236.11111111111,8.944444444444445,1.0
표고버섯,서울가락도매,20220301,충청남도 부여군,표고버섯(일반),113051.72413793103,17.017241379310345,1.0
표고버섯,서울가락도매,20220301,충청남도 서산시,표고버섯(일반),95562.5,15.75,1.0
표고버섯,서울가락도매,20220301,충청남도 서천군,표고버섯(일반),56666.666666666664,10.0,1.0
표고버섯,서울가락도매,20220301,충청남도 예산군,표고버섯(일반),98578.94736842105,15.210526315789474,1.0526315789473684
표고버섯,서울가락도매,20220301,충청남도 천안시,표고버섯(일반),90813.10679611651,15.135922330097088,1.0
표고버섯,서울가락도매,20220301,충청남도 청양군,표고버섯(일반),73291.66666666667,15.875,1.625
표고버섯,서울가락도매,20220301,충청북도 괴산군,표고버섯(일반),78138.68613138686,15.102189781021897,1.0
표고버섯,서울가락도매,20220301,충청북도 음성군,표고버섯(일반),52025.0,9.0,1.0
표고버섯,서울가락도매,20220301,충청북도 청주시,표고버섯(일반),129396.34146341463,12.097560975609756,1.2682926829268293
표고버섯,서울강서도매,20220301,전라남도,표고버섯(일반),106590.90909090909,14.545454545454545,1.4545454545454546
표고버섯,서울강서도매,20220301,전라남도 장흥군,표고버섯(일반),78571.42857142857,9.928571428571429,1.0
표고버섯,서울강서도매,20220301,중국,기타표고버섯,138846.15384615384,23.076923076923077,5.769230769230769
표고버섯,서울강서도매,20220301,중국,표고버섯(수입),146818.18181818182,25.454545454545453,6.363636363636363
표고버섯,서울강서도매,20220301,충청남도 당진군,표고버섯(일반),93750.0,10.0,1.0
표고버섯,수원도매시장,20220301,경기 수원시 권선구,표고버섯(수입),39596.0,8.0,2.0
표고버섯,수원도매시장,20220301,경남 하동군,생표고,105714.28571428571,33.142857142857146,4.142857142857143
표고버섯,수원도매시장,20220301,서울 송파구,표고버섯(수입),38545.0,6.0,1.5
표고버섯,순천도매시장,20220301,전남 순천시,기타표고버섯,97719.04761904762,14.952380952380953,14.952380952380953
표고버섯,순천도매시장,20220301,전라남도 고흥군,기타표고버섯,78500.0,13.75,13.75
표고버섯,순천도매시장,20220301,전북 남원시,기타표고버섯,145000.0,22.545454545454547,22.545454545454547
표고버섯,안산도매시장,20220301,서울특별시,기타표고버섯,53666.666666666664,9.333333333333334,2.3333333333333335
표고버섯,안양도매시장,20220301,경기 용인시 처인구,표고버섯(일반),57041.666666666664,10.033333333333333,1.0
표고버섯,안양도매시장,20220301,서울특별시,기타표고버섯,261450.0,19.5,19.5
표고버섯,안양도매시장,20220301,중국,표고버섯(수입),93818.18181818182,15.636363636363637,3.909090909090909
표고버섯,안양도매시장,20220301,충남 공주시,기타표고버섯,71250.0,10.0,1.0
표고버섯,울산도매시장,20220301,서울 송파구,기타표고버섯,200163.0,25.0,5.5
표고버섯,익산도매시장,20220301,전북 군산시,기타표고버섯,181333.33333333334,21.333333333333332,5.333333333333333
표고버섯,익산도매시장,20220301,전북 익산시,기타표고버섯,335000.0,70.0,17.5
표고버섯,익산도매시장,20220301,전북 익산시,생표고,105263.0,30.0,1.0
표고버섯,인천구월도매,20220301,경기 시흥시,표고버섯(일반),41000.0,5.0,2.5
표고버섯,인천구월도매,20220301,대전 유성구,표고버섯(일반),181333.33333333334,17.0,1.0
표고버섯,인천구월도매,20220301,전남 구례군,표고버섯(일반),255000.0,30.0,15.0
표고버섯,인천구월도매,20220301,중국,기타표고버섯,45000.0,3.0,3.0
표고버섯,인천구월도매,20220301,중국,표고버섯(일반),42666.666666666664,5.333333333333333,2.6666666666666665
표고버섯,인천구월도매,20220301,충남 당진군,표고버섯(일반),165166.66666666666,23.333333333333332,11.0
표고버섯,인천구월도매,20220301,충남 서천군,표고버섯(일반),177950.0,17.6,1.0
표고버섯,인천삼산도매,20220301,중국,기타표고버섯,288600.0,55.2,9.4
표고버섯,인천삼산도매,20220301,충청남도 부여군,표고버섯(일반),31666.666666666668,8.0,1.0
표고버섯,전주도매시장,20220301,서울 송파구,기타표고버섯,31401.0,4.333333333333333,1.3333333333333333
표고버섯,전주도매시장,20220301,전북 정읍시,기타표고버섯,189457.14285714287,22.857142857142858,5.714285714285714
표고버섯,진주도매시장,20220301,경남 진주시,기타표고버섯,117666.66666666667,16.666666666666668,1.6666666666666667
표고버섯,창원내서도매시장,20220301,경남 김해시,기타표고버섯,111820.0,13.0,13.0
표고버섯,창원내서도매시장,20220301,경남 마산시,기타표고버섯,110600.0,20.5,20.5
표고버섯,창원내서도매시장,20220301,경남 의령군,기타표고버섯,48750.0,6.5,6.5
표고버섯,창원내서도매시장,20220301,경남 진주시,기타표고버섯,98480.0,20.8,20.8
표고버섯,창원내서도매시장,20220301,서울특별시,기타표고버섯,28638.75,3.5,1.25
표고버섯,창원내서도매시장,20220301,서울특별시 송파구,기타표고버섯,31800.0,4.0,1.0
표고버섯,창원팔용도매시장,20220301,광주광역시,기타표고버섯,86654.16666666667,8.916666666666666,9.166666666666666
표고버섯,천안도매시장,20220301,서울특별시,기타표고버섯,48000.0,20.0,2.0
표고버섯,천안도매시장,20220301,충남 천안시,표고버섯(일반),78600.0,13.0,13.0
표고버섯,천안도매시장,20220301,충청북도 진천군,표고버섯(일반),87750.0,10.0,10.0
표고버섯,청주도매시장,20220301,서울 송파구,기타표고버섯,57673.333333333336,9.333333333333334,2.3333333333333335
표고버섯,청주도매시장,20220301,충북 청주시 상당구,표고버섯(일반),95305.55555555556,15.555555555555555,3.888888888888889
표고버섯,춘천도매시장,20220301,서울 송파구,기타표고버섯,28520.0,4.0,1.0
표고버섯,춘천도매시장,20220301,서울특별시,표고버섯(일반),82356.66666666667,9.333333333333334,9.333333333333334
표고버섯,충주도매시장,20220301,충북 괴산군,표고버섯(일반),89371.42857142857,17.523809523809526,4.380952380952381
표고버섯,포항도매시장,20220301,경북 영천시,기타표고버섯,158520.0,19.8,19.0
풋고추,강릉도매시장,20220301,경남 진주시,녹광,164000.0,20.0,2.0
풋고추,강릉도매시장,20220301,경남 진주시,롱그린,55000.0,10.0,1.0
풋고추,강릉도매시장,20220301,경남 진주시,아삭이,108666.66666666667,18.0,2.0
풋고추,강릉도매시장,20220301,경남 진주시,오이맛고추,86750.0,15.15,2.0
풋고추,강릉도매시장,20220301,경남 진주시,청양,1133750.0,182.5,18.25
풋고추,강릉도매시장,20220301,경남 진주시,청초(일반),91500.0,10.0,1.0
풋고추,광주각화도매,20220301,경남 진주시,기타풋고추,222200.0,46.0,4.6
풋고추,광주각화도매,20220301,경남 진주시,반홍,43000.0,10.0,1.0
풋고추,광주각화도매,20220301,경남 진주시,아삭이,585400.0,107.5,10.75
풋고추,광주각화도매,20220301,경남 진주시,오이맛고추,500850.0,90.0,9.0
풋고추,광주각화도매,20220301,경남 진주시,청양,616266.6666666666,103.14285714285714,10.333333333333334
풋고추,광주각화도매,20220301,경남 진주시,청홍,57600.0,10.0,1.0
풋고추,광주각화도매,20220301,광주 광산구,녹광,184000.0,80.0,8.0
풋고추,광주각화도매,20220301,광주 남구,청양,121600.0,20.0,2.0
풋고추,광주각화도매,20220301,광주 남구,청홍,63300.0,10.0,1.0
풋고추,광주각화도매,20220301,광주 북구,반홍,200000.0,80.0,8.0
풋고추,광주각화도매,20220301,광주 북구,청양,43125.0,10.0,1.0
풋고추,광주서부도매,20220301,경남 밀양시,녹광,70000.0,10.0,1.0
풋고추,광주서부도매,20220301,경남 밀양시,롱그린,224000.0,40.0,4.0
풋고추,광주서부도매,20220301,경남 밀양시,청복,176000.0,32.0,5.0
풋고추,광주서부도매,20220301,경남 진주시,기타풋고추,321981.8181818182,60.90909090909091,6.090909090909091
풋고추,광주서부도매,20220301,경남 진주시,녹광,144822.22222222222,24.22222222222222,2.5555555555555554
풋고추,광주서부도매,20220301,경남 진주시,오이맛고추,640500.0,120.0,12.0
풋고추,광주서부도매,20220301,경남 진주시,청복,723150.0,130.0,13.0
풋고추,광주서부도매,20220301,경남 진주시,청양,775838.1538461539,126.67692307692307,12.753846153846155
풋고추,광주서부도매,20220301,광주 남구,청양,185100.0,30.0,3.0
풋고추,광주서부도매,20220301,서울 송파구,기타풋고추,106985.71428571429,22.428571428571427,2.7142857142857144
풋고추,광주서부도매,20220301,서울 송파구,녹광,113104.0,12.0,1.2
풋고추,광주서부도매,20220301,서울 송파구,청양,291810.0,42.5,4.25
풋고추,구리도매시장,20220301,경기 구리시,청양,722133.3333333334,129.33333333333334,12.933333333333334
풋고추,구리도매시장,20220301,경기도 구리시,청양,208000.0,40.0,4.0
풋고추,구리도매시장,20220301,경기도 남양주시,기타풋고추,59000.0,10.0,1.0
풋고추,구리도매시장,20220301,경기도 남양주시,녹광,2374100.0,500.0,50.0
풋고추,구리도매시장,20220301,경기도 남양주시,오이맛고추,280500.0,110.0,11.0
풋고추,구리도매시장,20220301,경기도 남양주시,청초(일반),80000.0,20.0,2.0
풋고추,구리도매시장,20220301,경남 김해시,청양,655000.0,120.0,12.0
풋고추,구리도매시장,20220301,경남 진주시,기타풋고추,180000.0,14.285714285714286,1.4285714285714286
풋고추,구리도매시장,20220301,경남 진주시,녹광,260500.0,35.0,3.5
풋고추,구리도매시장,20220301,경남 진주시,오이맛고추,234960.0,59.6,6.2
풋고추,구리도매시장,20220301,경남 진주시,청양,725966.6666666666,132.0,13.5
풋고추,구리도매시장,20220301,경남 창원시,청양,594047.619047619,99.28571428571429,9.952380952380953
풋고추,구리도매시장,20220301,경상남도 밀양시,오이맛고추,391666.6666666667,66.66666666666667,16.666666666666668
풋고추,구리도매시장,20220301,경상남도 진주시,녹광,42250.0,8.5,1.0
풋고추,구리도매시장,20220301,경상남도 진주시,오이맛고추,385000.0,70.0,7.0
풋고추,구리도매시장,20220301,경상남도 진주시,청양,544000.0,96.66666666666667,9.666666666666666
풋고추,구리도매시장,20220301,경상남도 창녕군,기타풋고추,300166.6666666667,68.33333333333333,6.833333333333333
풋고추,구리도매시장,20220301,경상남도 창녕군,롱그린,174166.66666666666,35.0,3.5
풋고추,구리도매시장,20220301,경상남도 창녕군,오이맛고추,137130.76923076922,30.0,3.0
풋고추,구리도매시장,20220301,경상남도 창원시 마산회원구,청양,490875.0,92.8625,9.3
풋고추,대구북부도매,20220301,경남 밀양시,기타풋고추,217600.0,68.0,68.0
풋고추,대구북부도매,20220301,경남 밀양시,청양,663200.0,117.0,117.0
풋고추,대구북부도매,20220301,경남 창녕군,롱그린,339575.0,72.75,72.75
풋고추,대구북부도매,20220301,경남 창녕군,청양,425081.8181818182,74.0,74.0
풋고추,대구북부도매,20220301,경상남도 밀양시,가지고추,210800.0,68.0,68.0
풋고추,대구북부도매,20220301,경상남도 밀양시,기타풋고추,88000.0,40.0,40.0
풋고추,대구북부도매,20220301,경상남도 밀양시,녹광,537500.0,80.0,80.0
풋고추,대구북부도매,20220301,경상남도 밀양시,반홍,330000.0,60.0,6.0
풋고추,대구북부도매,20220301,경상남도 밀양시,애기초,113200.0,20.0,2.0
풋고추,대구북부도매,20220301,경상남도 밀양시,청양,575316.2735849057,94.85849056603773,90.27358490566037
풋고추,대구북부도매,20220301,경상남도 진주시,녹광,616160.0,109.33333333333333,109.33333333333333
풋고추,대구북부도매,20220301,경상남도 진주시,오이맛고추,536000.0,110.0,110.0
풋고추,대구북부도매,20220301,경상남도 진주시,청양,1389815.5555555555,253.33333333333334,253.33333333333334
풋고추,대구북부도매,20220301,경상남도 창녕군,롱그린,317611.6666666667,64.0,64.0
풋고추,대구북부도매,20220301,경상남도 창녕군,오이맛고추,562102.5641025641,117.66666666666667,117.66666666666667
풋고추,대구북부도매,20220301,경상남도 창녕군,청양,379687.5,60.0,60.0
풋고추,대구북부도매,20220301,경상남도 함안군,오이맛고추,681666.6666666666,130.0,130.0
풋고추,대구북부도매,20220301,광주광역시,청양,256250.0,50.0,50.0
풋고추,대구북부도매,20220301,대구 북구,기타풋고추,426666.6666666667,100.0,100.0
풋고추,대구북부도매,20220301,대구광역시,청양,205666.66666666666,35.833333333333336,35.833333333333336
풋고추,대구북부도매,20220301,전라남도 무안군,반홍,330000.0,60.0,6.0
풋고추,대구북부도매,20220301,전라남도 무안군,애기초,525600.0,90.0,9.0
풋고추,대구북부도매,20220301,전라남도 무안군,청양,1070166.6666666667,183.33333333333334,18.333333333333332
풋고추,대전노은도매,20220301,경기도 고양시,기타풋고추,2440000.0,400.0,40.0
풋고추,대전노은도매,20220301,경남 진주시,청양,768726.3157894737,120.73684210526316,12.105263157894736
풋고추,대전노은도매,20220301,경상남도 진주시,청양,581664.2857142857,94.28571428571429,9.428571428571429
풋고추,대전노은도매,20220301,경상남도 함안군,오이맛고추,601600.0,115.0,11.5
풋고추,대전노은도매,20220301,대전 유성구,기타풋고추,595350.0,105.0,10.5
풋고추,대전노은도매,20220301,대전 유성구,청양,416966.6666666667,71.0,7.0
풋고추,대전노은도매,20220301,서울 송파구,기타풋고추,180558.0,20.0,2.0
풋고추,대전오정도매,20220301,경남 진주시,녹광,440000.0,80.0,8.0
풋고추,대전오정도매,20220301,경남 진주시,청양,537687.0967741936,80.03225806451613,8.0
풋고추,대전오정도매,20220301,경남 창녕군,오이맛고추,403171.4285714286,77.85714285714286,7.714285714285714
풋고추,대전오정도매,20220301,경상남도 진주시,청양,676916.6666666666,103.66666666666667,10.416666666666666
풋고추,대전오정도매,20220301,경상남도 창녕군,오이맛고추,613150.0,103.75,10.375
풋고추,대전오정도매,20220301,경상남도 창원시 의창(성산)구,청양,461000.0,70.0,7.0
풋고추,대전오정도매,20220301,서울 송파구,기타풋고추,345918.0,60.0,6.0
풋고추,대전오정도매,20220301,서울 송파구,녹광,79283.0,10.0,1.0
풋고추,대전오정도매,20220301,서울 송파구,오이맛고추,1278639.0,230.0,23.0
풋고추,대전오정도매,20220301,충청남도 금산군,기타풋고추,7000.0,10.0,1.0
풋고추,부산반여도매,20220301,경기도,아삭이,62700.0,10.0,1.0
풋고추,부산반여도매,20220301,경기도,오이맛고추,62700.0,10.0,1.0
풋고추,부산반여도매,20220301,경기도,청홍,93500.0,10.0,1.0
풋고추,부산반여도매,20220301,경남 밀양시,기타풋고추,230420.0,57.946666666666665,10.266666666666667
풋고추,부산반여도매,20220301,경남 밀양시,오이맛고추,505666.6666666667,100.0,20.0
풋고추,부산반여도매,20220301,경남 밀양시,청양,343758.8095238095,65.40238095238095,5.880952380952381
풋고추,부산반여도매,20220301,경남 진주시,녹광,571800.0,119.69999999999999,10.5
풋고추,부산반여도매,20220301,경남 진주시,청양,665625.0,131.925,12.0
풋고추,부산반여도매,20220301,경남 창원시,기타풋고추,181871.42857142858,36.48571428571429,6.142857142857143
풋고추,부산반여도매,20220301,경남 창원시,오이맛고추,412350.0,85.0,17.0
풋고추,부산반여도매,20220301,경남 창원시,청양,560693.3333333334,109.08666666666666,9.8
풋고추,부산반여도매,20220301,경상남도,청양,324533.3333333333,74.8,10.666666666666666
풋고추,부산반여도매,20220301,부산광역시,청양,842950.0,165.3,14.5
풋고추,부산엄궁도매,20220301,경남 김해시,청양,1431000.0,302.4,27.0
풋고추,부산엄궁도매,20220301,경남 밀양시,모닝,621250.0,185.25,32.5
풋고추,부산엄궁도매,20220301,경남 밀양시,반홍,174800.0,37.199999999999996,3.5
풋고추,부산엄궁도매,20220301,경남 밀양시,오이맛고추,390253.8461538461,88.19999999999999,7.769230769230769
풋고추,부산엄궁도매,20220301,경남 밀양시,청양,245300.0,48.9,4.2
풋고추,부산엄궁도매,20220301,경남 진주시,모닝,175050.0,38.475,6.75
풋고추,부산엄궁도매,20220301,경남 진주시,청양,1178375.0,234.125,21.125
풋고추,부산엄궁도매,20220301,경남 창원시,녹광,58000.0,11.2,1.0
풋고추,부산엄궁도매,20220301,경남 창원시,모닝,422175.0,85.5,15.0
풋고추,부산엄궁도매,20220301,경남 창원시,청양,503521.8181818182,105.84363636363636,9.6
풋고추,부산엄궁도매,20220301,경상남도 밀양시,기타풋고추,269860.0,50.4,14.6
풋고추,부산엄궁도매,20220301,경상남도 밀양시,모닝,235333.33333333334,43.666666666666664,8.666666666666666
풋고추,부산엄궁도매,20220301,경상남도 밀양시,청양,338263.63636363635,55.0,5.5
풋고추,부산엄궁도매,20220301,경상남도 창녕군,오이맛고추,479433.3333333333,114.94999999999999,10.5
풋고추,부산엄궁도매,20220301,경상남도 창원시 의창(성산)구,청양,565500.0,107.5,10.75
풋고추,부산엄궁도매,20220301,광주광역시,청양,44300.0,25.0,2.5
풋고추,서울가락도매,20220301,강원도 고성군,청양,513000.0,90.0,9.0
풋고추,서울가락도매,20220301,경남 밀양시,오이맛고추,475491.4285714286,88.70857142857143,18.97142857142857
풋고추,서울가락도매,20220301,경남 밀양시,청양,750326.5306122449,136.89795918367346,13.693877551020408
풋고추,서울가락도매,20220301,경남 밀양시,청초(일반),140000.0,28.0,7.0
풋고추,서울가락도매,20220301,경남 진주시,녹광,408500.0,100.0,10.0
풋고추,서울가락도매,20220301,경남 진주시,오이맛고추,574095.6521739131,116.21739130434783,11.652173913043478
풋고추,서울가락도매,20220301,경남 진주시,청양,687568.1818181818,119.27272727272727,11.931818181818182
풋고추,서울가락도매,20220301,경남 진주시,청초(일반),624461.5384615385,95.38461538461539,9.538461538461538
풋고추,서울가락도매,20220301,경남 창녕군,오이맛고추,597000.0,120.0,12.0
풋고추,서울가락도매,20220301,경상남도,오이맛고추,540000.0,105.0,10.5
풋고추,서울가락도매,20220301,경상남도,청양,778375.0,142.25,14.25
풋고추,서울가락도매,20220301,경상남도 고성군,오이맛고추,551200.0,107.55555555555556,10.777777777777779
풋고추,서울가락도매,20220301,경상남도 고성군,청양,799500.0,138.33333333333334,13.833333333333334
풋고추,서울가락도매,20220301,경상남도 김해시,청양,471562.5,92.5,9.25
풋고추,서울가락도매,20220301,경상남도 밀양시,녹광,495361.53846153844,69.38461538461539,6.923076923076923
풋고추,서울가락도매,20220301,경상남도 밀양시,오이맛고추,502949.0909090909,91.07272727272728,17.072727272727274
풋고추,서울가락도매,20220301,경상남도 밀양시,청양,606516.1616161616,108.87878787878788,10.88888888888889
풋고추,서울가락도매,20220301,경상남도 밀양시,청홍,68000.0,10.0,1.0
풋고추,서울가락도매,20220301,경상남도 진주시,녹광,522814.28571428574,85.0,8.642857142857142
풋고추,서울가락도매,20220301,경상남도 진주시,오이맛고추,650367.3469387755,133.0408163265306,13.326530612244898
풋고추,서울가락도매,20220301,경상남도 진주시,청양,676337.1495327103,121.49532710280374,12.186915887850468
풋고추,서울가락도매,20220301,경상남도 진주시,청초(일반),506000.0,110.0,11.0
풋고추,서울가락도매,20220301,경상남도 진주시,청홍,256571.42857142858,60.0,6.0
풋고추,서울가락도매,20220301,경상남도 창녕군,녹광,824200.0,162.55555555555554,16.22222222222222
